,Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
278,Dr. Darpan Kaur,MBBS,Psychiatrist,17,Sion East,Mumbai,99,52,1500
279,Dr. Chetan Lokhande,MBBS,Psychiatrist,12,Kurla East,Mumbai,10,10,1300
280,Dr. Rohann Bokdawala,MBBS,Psychiatrist,13,Marine Lines,Mumbai,97,160,2500
281,Dr. Aditya Nair,MBBS,Psychiatrist,19,Chembur East,Mumbai,93,16,1000
282,Dr. Santosh Bangar,MBBS,Psychiatrist,23,Parel,Mumbai,10,111,3850
283,Dr. Jalpa Bhuta,MBBS,Psychiatrist,23,Parel,Mumbai,87,9,1850
284,Dr. Ketan Parmar,DNB,Psychiatrist,34,Borivali East,Mumbai,75,3,1200
285,Dr. Kedar Tilwe,MBBS,Psychiatrist,15,Mulund West,Mumbai,92,14,1500
286,Dr. Nikhil Gurjar,M.D,Psychiatrist,4,Mahim,Mumbai,10,18,1500
287,Dr. Aditi Chandrashekhar Acharya,MBBS,Psychiatrist,15,Kurla East,Mumbai,94,37,1300
288,Dr. Surinder Hansra,MBBS,Cardiologist,23,Kandivali East,Mumbai,95,50,1000
289,Dr. C. B. Munjewar,MBBS,Cardiologist,16,Ghatkopar,Mumbai,97,18,1500
290,Dr. Nitesh B. Karnire,MD,Cardiologist,13,Bandra East,Mumbai,10,4,1000
291,Dr. Suresh Vijan,MBBS,Cardiologist,31,Mulund West,Mumbai,60,2,1500
292,Dr. Hasmukh Ravat,MBBS,Cardiologist,40,Mulund West,Mumbai,75,3,1500
293,Dr. Irfan Khan,MBBS,Cardiologist,19,Powai,Mumbai,10,8,2600
294,Dr. Swati Garekar,MBBS,Cardiologist,26,Mulund West,Mumbai,10,1,1500
295,Dr. Rushikesh Patil,MBBS,Cardiologist,18,Powai,Mumbai,90,5,2600
296,Dr. Aditya Dhawale,MBBS,Cardiologist,13,Ghatkopar West,Mumbai,10,7,1000
297,Dr. Ramesh Kawar,Post,Cardiologist,25,Malad West,Mumbai,81,19,1500
298,Ms. Geetanjali,Post,Dietitian/Nutritionist,18,Bandra West,Mumbai,99,58,1500
299,Ms. Ushma Haria,BSc,Dietitian/Nutritionist,13,Chembur East,Mumbai,10,6,500
300,Ms. Richa Doshi,PGD,Dietitian/Nutritionist,12,Kandivali West,Mumbai,98,175,800
301,Ms. Smita Nanda R D,MSc,Dietitian/Nutritionist,16,Kandivali East,Mumbai,97,112,1200
302,Ms. Bijal Furia,Post,Dietitian/Nutritionist,6,Ghatkopar,Mumbai,0,0,1000
303,Ms. Deepa Nandy,Post,Dietitian/Nutritionist,15,Andheri West,Mumbai,10,80,2500
304,Ms. Apeksha Thakkar,BSc,Dietitian/Nutritionist,16,Mulund West,Mumbai,10,11,2000
305,Ms. Aarti,Ph.D,Dietitian/Nutritionist,9,Andheri East,Mumbai,91,81,500
306,Dr. Zubeda Tumbi   (PhD),Diploma,Dietitian/Nutritionist,33,Andheri West,Mumbai,96,425,1000
309,Dr. Mehul Choksi,MBBS,Gastroenterologist,21,Mahim,Mumbai,90,99,1300
310,Dr. Nitin Aherrao,MBBS,Gastroenterologist,15,Andheri West,Mumbai,97,17,2000
311,Dr. Vasudev,MBBS,Gastroenterologist,23,Bhandup West,Mumbai,87,119,1700
312,Dr. Shankar Zanwar,MBBS,Gastroenterologist,11,Sion,Mumbai,10,4,1200
313,Dr. Nutan Devendra Desai,DNB,Gastroenterologist,37,Mulund West,Mumbai,73,16,2000
314,Dr. Nitin A Jain,MBBS,Gastroenterologist,16,Powai,Mumbai,87,27,1000
315,Dr. Alisha Chaubal,MBBS,Gastroenterologist,13,Parel,Mumbai,80,7,1850
316,Dr. Ameet Mandot,MBBS,Gastroenterologist,20,Parel,Mumbai,10,9,1850
317,Dr. Hardik Shah,MS,Gastroenterologist,13,Gamdevi,Mumbai,98,364,2000
318,Dr. Vipulroy Rathod,MBBS,Gastroenterologist,33,Santacruz West,Mumbai,87,131,2500
319,Dr. Nilesh  Vijay Chaudhary,MBBS,Neurologist,13,Powai,Mumbai,96,16,1600
320,Dr. Rima Chaudhari,MBBS,Neurologist,12,Mulund West,Mumbai,86,7,2000
321,Dr. Pankaj Ashok Agarwal,MBBS,Neurologist,25,Parel,Mumbai,79,10,2350
322,Dr. Kaustubh Mahajan,MBBS,Neurologist,8,Mahim,Mumbai,93,8,1300
323,Dr. Priyanka M Tater,MD,Neurologist,12,Mahim,Mumbai,0,0,1800
324,Dr. Pruthviraj Dabarase,MBBS,Neurologist,14,Vikhroli,Mumbai,10,3,1500
325,Dr. Rajesh Benny,MBBS,Neurologist,19,Mulund West,Mumbai,10,17,2000
326,Dr. Pravina Ushakant Shah,MBBS,Neurologist,47,Mulund West,Mumbai,85,6,2000
327,Dr. Dhanashri Chonkar,MCh,Neurologist,35,Mulund West,Mumbai,90,14,2000
328,Dr. Vinod Rambal,MBBS,Neurologist,40,Mira Road,Mumbai,95,14,1000
329,Dr. Kapil Khandelwal,MBBS,Neurosurgeon,13,Mulund West,Mumbai,92,34,2000
330,Dr. Gurneet,MBBS,Neurosurgeon,19,Mulund West,Mumbai,10,2,2000
331,Dr. Aditya Patil,MBBS,Neurosurgeon,13,Wadala,Mumbai,10,7,1500
332,Dr. Mahesh Chaudhari,MBBS,Neurosurgeon,44,Mahim,Mumbai,10,1,2300
333,Dr. Ravi Balkrishna Sangle,DNB,Neurosurgeon,13,Mulund West,Mumbai,0,0,1500
334,Dr. Pandurang Reddy M,MCh,Neurosurgeon,20,Mahim,Mumbai,10,5,2800
335,Dr. Nitin Dange,MBBS,Neurosurgeon,27,Parel,Mumbai,10,1,2600
336,Dr. Suresh Sankla,MCh,Neurosurgeon,39,Parel,Mumbai,10,2,1850
337,Dr. Vinod Rambal,MBBS,Neurosurgeon,40,Mira Road,Mumbai,95,14,1000
338,Dr. Ashwin Borkar,MBBS,Neurosurgeon,17,Mira Road,Mumbai,10,2,1000
339,Dr. Jeenam Shah,MBBS,Pulmonologist,11,Gamdevi,Mumbai,95,27,2000
340,Dr. Avya Bansal,MBBS,Pulmonologist,8,Khar West,Mumbai,10,98,1500
341,Dr. Ravindra U Rupawate,DM,Pulmonologist,39,Mulund West,Mumbai,59,18,2000
342,Dr. Swapnil Mehta,MBBS,Pulmonologist,16,Powai,Mumbai,71,13,1300
343,Dr. Harshil Shah,MBBS,Pulmonologist,5,Kandivali West,Mumbai,82,10,1500
344,Dr. Vaibhav R. Kubal,MBBS,Pulmonologist,13,Mahim,Mumbai,88,5,1300
345,Dr. Arpan Dhoka,MBBS,Pulmonologist,10,Chembur,Mumbai,10,10,1200
346,Dr. Prabodh Garg,MD,Pulmonologist,7,Kandivali West,Mumbai,10,8,1000
347,Dr. Indu Bubna,MD,Pulmonologist,20,Malad West,Mumbai,97,302,1500
350,Dr. Vishal Diddi,MBBS,Bariatric Surgeon,16,Andheri,Mumbai,10,30,700
351,Dr. Prakash Hindurao Kurane,DNB,Bariatric Surgeon,8,Chembur,Mumbai,10,1,999
352,Dr. Manoj Gandhi,MS,Bariatric Surgeon,27,Dadar,Mumbai,91,20,1500
353,Dr. Rais Ansari,MBBS,Bariatric Surgeon,22,Worli,Mumbai,98,17,3500
354,Dr. Jayashree Todkar,MS,Bariatric Surgeon,30,Powai,Mumbai,95,7,1500
355,Dr. Sanjay Borude,MBBS,Bariatric Surgeon,38,Chembur,Mumbai,98,8,3000
356,Dr. Laxman Salve,MS,Bariatric Surgeon,21,Chembur,Mumbai,99,146,2000
357,Dr. Aparna Govil Bhasker,MBBS,Bariatric Surgeon,16,Chembur,Mumbai,94,5,1500
358,Dr. Ramen Goel,MBBS,Bariatric Surgeon,36,Chembur,Mumbai,96,8,1500
361,Dr. Samir Rajadhyaksha,MBBS,Rheumatologist,29,Parel,Mumbai,10,0,2100
362,Dr. Neena Singh Chitnis,MBBS,Rheumatologist,18,Mahim,Mumbai,10,3,1500
363,Dr. Dipti Patel,MBBS,Rheumatologist,19,Mumbai Central,Mumbai,10,12,1250
364,Dr. Aneesa Kapadia,MBBS,Rheumatologist,14,Charni Road,Mumbai,10,22,1500
365,Dr. S.M.Akerkar,MBBS,Rheumatologist,18,Bhandup West,Mumbai,94,431,800
366,Dr. Nilesh Nolkha,MBBS,Rheumatologist,12,Mazgaon,Mumbai,90,13,2000
367,Dr. Nitesh Jain,MBBS,Rheumatologist,20,Kandivali East,Mumbai,89,7,500
368,Dr. Nimish Nanawati,Fellowship,Rheumatologist,40,Vileparle West,Mumbai,91,6,2500
369,Dr. RPS Hasija,MD,Rheumatologist,7,Andheri East,Mumbai,0,0,1500
370,Dr. Tushar Tanaji Telvekar,Doctorate,Rheumatologist,8,Mazgaon,Mumbai,10,2,400
371,Dr. Kalpesh Ghelani,MPTh/MPT,Chiropractor,20,Bandra West,Mumbai,10,307,3000
374,Dr. Kiran Raj N,BDS,Dentist,13,Banaswadi,Bangalore,10,82,400
375,Dr. Rajeshri Kamath,BDS,Dentist,30,Malleshpalya,Bangalore,95,23,300
376,Dr. Roma Haider,BDS,Dentist,24,Koramangala 5 Block,Bangalore,97,31,600
377,Dr. Ganesh Shetty,BDS,Dentist,24,Kalyan Nagar,Bangalore,98,925,500
378,Dr. Jaswanth Reddy,BDS,Dentist,16,Marathahalli,Bangalore,96,18,350
379,Dr. Pranay,BDS,Dentist,12,Marathahalli,Bangalore,97,106,550
380,Dr. Vinay Anvekar,BDS,Dentist,19,BTM Layout 1st Stage,Bangalore,97,182,200
381,Dr. Kamal Odedra,BDS,Dentist,11,Marathahalli,Bangalore,10,33,550
382,Dr. Krishnanand,BDS,Dentist,11,Varthur,Bangalore,10,115,200
385,Dr. M. Gowri,MBBS,Gynecologist/Obstetrician,32,HSR Layout,Bangalore,91,269,600
386,Dr. Deepthi RK Shashidhar,MS,Gynecologist/Obstetrician,15,Jayanagar 4 Block,Bangalore,98,351,600
387,Dr. Anita Balakrishna,MBBS,Gynecologist/Obstetrician,22,Indiranagar,Bangalore,94,75,800
388,Dr. H S Chandrika,MBBS,Gynecologist/Obstetrician,40,JP Nagar 2 Phase,Bangalore,97,65,800
389,Dr. Suman Singh,MBBS,Gynecologist/Obstetrician,28,BTM Layout 2nd Stage,Bangalore,93,738,700
390,Dr. Asha Puranikmath,MBBS,Gynecologist/Obstetrician,31,Indiranagar,Bangalore,91,87,800
391,Dr. Thejavathy G. V,MBBS,Gynecologist/Obstetrician,32,Indiranagar,Bangalore,69,14,700
392,Dr. Rekha Prashanth,MBBS,Gynecologist/Obstetrician,28,BTM Layout 1st Stage,Bangalore,90,59,600
393,Dr. Revathy Parthasarathy,MBBS,Gynecologist/Obstetrician,38,Jayanagar 5 Block,Bangalore,73,14,500
394,Dr. Pradeepa,MBBS,Gynecologist/Obstetrician,16,Jayanagar 9 Block,Bangalore,98,26,650
395,Dr. Tejaswini Nayak,MBBS,Pediatrician,27,Bellandur,Bangalore,96,179,800
396,Dr. Jagadish Chinnappa,MBBS,Pediatrician,43,Old Airport Road,Bangalore,95,87,750
397,Dr. Shila Narain,MBBS,Pediatrician,50,Electronics City,Bangalore,93,23,400
398,Dr. Nancy Austine,MBBS,Pediatrician,33,Bannerghatta Road,Bangalore,98,98,850
399,Dr. Gururaj Biradar,MBBS,Pediatrician,16,Mahadevapura,Bangalore,98,47,600
400,Dr. Lakshmi Menon,MBBS,Pediatrician,25,Bellandur,Bangalore,97,147,850
401,Dr. Surabhi Gupta,MBBS,Pediatrician,23,Rajajinagar,Bangalore,85,19,500
402,Dr. Bharath S,MBBS,Pediatrician,11,Arekere,Bangalore,97,99,500
403,Dr. Chandrashekar,MBBS,Pediatrician,21,Koramangala 1 Block,Bangalore,10,23,500
404,Dr. Varsha Saxena,MBBS,Pediatrician,31,HSR Layout,Bangalore,98,186,600
405,Dr. Shashidhar V.,MBBS,Orthopedist,18,Yelenahalli,Bangalore,96,55,1000
406,Dr. B A Gopala Krishna,MBBS,Orthopedist,21,Banashankari 2nd Stage,Bangalore,97,29,600
407,Dr. Sharath Kumar Shetty,MBBS,Orthopedist,21,HSR Layout,Bangalore,88,16,999
408,Dr. Mahesh Reddy,MBBS,Orthopedist,27,Koramangala 5 Block,Bangalore,79,7,600
409,Dr. Mahadev Jatti,MBBS,Orthopedist,26,Koramangala 5 Block,Bangalore,71,8,600
410,Dr. Mani Venugopal,DNB,Orthopedist,39,Ulsoor,Bangalore,97,156,800
411,Dr. Prakash B L,MBBS,Orthopedist,31,Jayanagar 9 Block,Bangalore,91,246,800
412,Dr. Pradeep Anand.M,MBBS,Orthopedist,25,HSR Layout,Bangalore,90,16,650
413,Dr. M N Karthik,MBBS,Orthopedist,17,Indiranagar,Bangalore,10,3,650
416,Dr. Deepak Devakar,MBBS,Dermatologist,18,JP Nagar,Bangalore,98,578,600
417,Dr. Jaya Sharma,MBBS,Dermatologist,20,Kalyan Nagar,Bangalore,88,32,630
418,Dr. Juvita Rasquinha,MBBS,Dermatologist,17,Indiranagar,Bangalore,91,446,500
419,Dr. Sheelavathi Natraj,MBBS,Dermatologist,18,JP Nagar,Bangalore,94,567,700
420,Dr. Kisalay Saurav,MBBS,Dermatologist,19,Kalyan Nagar,Bangalore,93,112,700
421,Dr. Shashidhar T,MD,Dermatologist,15,Jayanagar 4 Block,Bangalore,98,698,700
422,Dr. Swetha P,MD,Dermatologist,10,Indiranagar,Bangalore,98,263,700
423,Dr. Harish Prasad B.R,MBBS,Dermatologist,15,BTM Layout,Bangalore,96,338,700
424,Dr. Kiran Kattishettar,MBBS,Dermatologist,32,Hebbal,Bangalore,10,3,1000
425,Dr. Shankar D Desai,BPTh/BPT,Dermatologist,37,Yeshwanthpur,Bangalore,65,10,850
426,Dr. Suresh Babu   (Physiotherapist),BPTh/BPT,Physiotherapist,21,Marathahalli,Bangalore,85,34,400
427,Dr. Shruti Jain   (Physiotherapist),MPTh/MPT,Physiotherapist,14,Whitefield,Bangalore,98,45,500
428,Dr. Vaishnavi Suresh   (Physiotherapist),MPTh/MPT,Physiotherapist,5,Kumaraswamy Layout,Bangalore,10,6,500
429,Dr. Palanivel Mayavan   (Physiotherapist),BPTh/BPT,Physiotherapist,23,Malleswaram,Bangalore,97,42,600
430,Dr. S Gomathi   (Physiotherapist),BPTh/BPT,Physiotherapist,24,Bannerghatta Road,Bangalore,97,483,400
431,Dr. Jyoti Raghavendra   (Physiotherapist),Masters,Physiotherapist,16,Marathahalli,Bangalore,94,178,400
432,Dr. Pratik Desai   (Physiotherapist),BPTh/BPT,Physiotherapist,12,HSR Layout,Bangalore,99,292,600
433,Dr. Nandan Kumar   (Physiotherapist),BPTh/BPT,Physiotherapist,22,JP Nagar 2 Phase,Bangalore,99,210,500
434,Dr. Shruti Ganatra   (Physiotherapist),BPTh/BPT,Physiotherapist,16,CV Raman Nagar,Bangalore,10,116,400
437,Dr. M. Gowri,MBBS,Infertility Specialist,32,HSR Layout,Bangalore,91,269,600
438,Dr. Suman Singh,MBBS,Infertility Specialist,28,BTM Layout 2nd Stage,Bangalore,93,738,700
439,Dr. Rekha Prashanth,MBBS,Infertility Specialist,28,BTM Layout 1st Stage,Bangalore,90,59,600
440,Dr. Pradeepa,MBBS,Infertility Specialist,16,Jayanagar 9 Block,Bangalore,98,26,650
441,Dr. Prathiba Govindaiah,MBBS,Infertility Specialist,17,HSR Layout,Bangalore,95,137,700
442,Dr. Ashwini B Gowdra,MBBS,Infertility Specialist,20,HSR Layout,Bangalore,96,598,800
443,Dr. Harini P Shetty,MBBS,Infertility Specialist,32,Kalyan Nagar,Bangalore,97,614,600
444,Dr. Aruna Sahadev,MBBS,Infertility Specialist,20,Rajarajeshwarinagar,Bangalore,93,86,600
445,Dr. Siri V,MBBS,Infertility Specialist,16,Nagarbhavi,Bangalore,96,27,400
446,Dr. Uma Maheshwari,MBBS,Infertility Specialist,23,Jayanagar,Bangalore,95,95,850
447,Dr. Yogesh D,DO,Ophthalmologist,21,Rajarajeshwarinagar,Bangalore,10,0,499
448,Dr. Swarna T P,MBBS,Ophthalmologist,10,Padmanabhanagar,Bangalore,10,12,500
449,Dr. M B Trishala,MBBS,Ophthalmologist,32,Jayanagar 9 Block,Bangalore,10,5,650
450,Dr. Pinto Kiran,MBBS,Ophthalmologist,11,Vijayanagar,Bangalore,81,11,500
451,Dr. Ajanta Chakravarty,MS,Ophthalmologist,36,Whitefield,Bangalore,95,3,900
452,Dr. Karthik Sriprakash,MBBS,Ophthalmologist,6,HBR Layout,Bangalore,10,0,500
453,Dr. Shalini Shetty,MBBS,Ophthalmologist,29,Jayanagar,Bangalore,92,10,630
454,Dr. Mohan Kumar H,MBBS,Ophthalmologist,27,Sampangiramnagar,Bangalore,0,0,800
455,Dr. Deepa M,MBBS,Ophthalmologist,15,Hebbal,Bangalore,92,18,800
456,Dr. Devaraj M,MBBS,Ophthalmologist,20,Rajajinagar,Bangalore,10,5,400
457,Dr. Udaybhaskar M,MCh,Urologist,17,Jayanagar,Bangalore,76,27,499
458,Dr. Venkateshwara Rao K,MBBS,Urologist,20,Kalyan Nagar,Bangalore,94,61,850
459,Dr. Gokula Krishnan P J,MBBS,Urologist,18,Kalyan Nagar,Bangalore,82,14,850
460,Dr. Nagasubramanyam S,MBBS,Urologist,39,Jayanagar 9 Block,Bangalore,96,74,750
461,Dr. Anand Arumugam,MS,Urologist,18,Bannerghatta Road,Bangalore,94,237,850
462,Dr. Sriharsha Ajjur,MBBS,Urologist,18,Jayanagar,Bangalore,96,149,1250
463,Dr. Kumar Prabhu,MBBS,Urologist,25,Padmanabhanagar,Bangalore,89,45,750
464,Dr. Sanjeev S Tonshal,MBBS,Urologist,20,Hebbal,Bangalore,94,31,900
465,Dr. Premkumar K,MBBS,Urologist,17,Rajajinagar,Bangalore,98,17,630
468,Dr. Sumanth T P,MBBS,Psychiatrist,16,Chandra Layout,Bangalore,95,14,1000
469,Dr. Kaustubh Gosavi,MBBS,Psychiatrist,7,Indiranagar,Bangalore,10,51,1000
470,Dr. Kapur B,MBBS,Psychiatrist,44,Hebbal,Bangalore,91,12,2130
471,Dr. M Diwakar,MBBS,Psychiatrist,28,Cox Town,Bangalore,98,113,900
472,Dr. Vijayakumar D.R,MBBS,Psychiatrist,28,Whitefield,Bangalore,85,8,1700
473,Dr. V Srinivas Reddy,MBBS,Psychiatrist,28,Bannerghatta Road,Bangalore,10,5,1400
474,Dr. Anand Jayaraman,MBBS,Psychiatrist,25,Millers Road,Bangalore,87,12,1000
475,Dr. Satish Ramaiah,MBBS,Psychiatrist,21,Yelahanka,Bangalore,98,305,1500
476,Dr. Safiya M.S,DPM,Psychiatrist,17,Sahakaranagar,Bangalore,97,455,1500
477,Dr. Manjunath H,MBBS,Psychiatrist,23,Indiranagar,Bangalore,65,10,750
478,Dr. K P Srihari Das,MBBS,Cardiologist,28,Jayanagar 9 Block,Bangalore,98,46,750
479,Dr. Nagaraja Moorthy,MBBS,Cardiologist,19,Hulimavu,Bangalore,99,188,700
480,Dr. Roopa. R,DM,Cardiologist,23,Banashankari 2nd Stage,Bangalore,95,90,650
481,Dr. B. Ramesh,MBBS,Cardiologist,36,Bannerghatta Road,Bangalore,98,371,1000
482,Dr. Jayaranganath M,MBBS,Cardiologist,34,Seshadripuram,Bangalore,91,14,740
483,Dr. Ashwin M Daware,DM,Cardiologist,22,Whitefield,Bangalore,90,77,700
484,Dr. G Vivek,MBBS,Cardiologist,18,Vijayanagar,Bangalore,99,52,800
485,Dr. Srinivas Prasad B V,MBBS,Cardiologist,21,Jayanagar 4 Block,Bangalore,10,8,600
486,Dr. Jai Babu,MBBS,Cardiologist,18,Marathahalli,Bangalore,97,34,600
489,Ms. Rohini Raghu,BNYS,Dietitian/Nutritionist,17,Basavanagudi,Bangalore,78,4,550
490,Dr. Akhila Joshi,B.Sc,Dietitian/Nutritionist,13,Kaggadasapura,Bangalore,96,287,500
491,Ms. Silky Mahajan,M.Sc,Dietitian/Nutritionist,14,Koramangala 3 Block,Bangalore,97,208,1500
492,Ms. Sushmaa Jaiswal,M.Sc,Dietitian/Nutritionist,36,Whitefield,Bangalore,93,243,2000
493,Ms. Sonal Sureka,BAMS,Dietitian/Nutritionist,7,Ashoknagar,Bangalore,97,38,1500
494,Dr. Sharmila Shankar,MSc,Dietitian/Nutritionist,22,Malleswaram,Bangalore,10,72,1000
495,Ms. Vani Krishna,PhD,Dietitian/Nutritionist,10,Whitefield,Bangalore,10,8,500
496,Dr. Shailja Jain (PhD)   (PhD),M.Sc,Dietitian/Nutritionist,15,Whitefield,Bangalore,10,2,1500
497,Ms. Sharanya S Shastry,MSc,Dietitian/Nutritionist,2,Koramangala 5 Block,Bangalore,10,11,600
500,Dr. Maruthesh Gowda,MBBS,Gastroenterologist,18,Hegde Nagar,Bangalore,95,805,600
501,Dr. Praveen Mathew,MBBS,Gastroenterologist,20,Kalyan Nagar,Bangalore,88,316,800
502,Dr. Prasanna Bhat K S,MBBS,Gastroenterologist,15,Jayanagar 9 Block,Bangalore,95,107,800
503,Dr. Amarkishen Shetty,MBBS,Gastroenterologist,33,Jayanagar 9 Block,Bangalore,90,52,750
504,Dr. Mahanthagouda Earanna,DNB,Gastroenterologist,9,HSR Layout,Bangalore,94,54,400
505,Dr. Amruthesh T.M,MBBS,Gastroenterologist,20,Whitefield,Bangalore,81,48,700
506,Dr. U V U Vamsidhar Reddy,MBBS,Gastroenterologist,9,Richmond Town,Bangalore,10,4,750
507,Dr. Adarsh C K,MBBS,Gastroenterologist,19,Kengeri,Bangalore,98,86,800
508,Dr. Sreenivasa D,MBBS,Gastroenterologist,35,Old Airport Road,Bangalore,90,146,900
509,Dr. Vidyasagar Ramappa,MBBS,Gastroenterologist,17,Yeshwanthpur,Bangalore,94,14,750
510,Dr. R. Srinivasa,MBBS,Neurologist,44,Hebbal,Bangalore,97,318,900
511,Dr. Joshy E V,MBBS,Neurologist,43,RT Nagar,Bangalore,97,67,1500
512,Dr. P.R. Krishnan,MBBS,Neurologist,29,Bannerghatta Road,Bangalore,89,111,900
513,Dr. Shobha. N,MBBS,Neurologist,28,Malleswaram,Bangalore,97,203,750
514,Dr. Chandran Gnanamuthu,MBBS,Neurologist,47,Bannerghatta Road,Bangalore,97,36,900
515,Dr. Ravishankar Reddy C. R.,MBBS,Neurologist,29,Koramangala 1 Block,Bangalore,88,239,1000
516,Dr. A.K. Roy,MBBS,Neurologist,44,Old Airport Road,Bangalore,54,26,900
517,Dr. Rajesh K N,MBBS,Neurologist,20,Sampangiramnagar,Bangalore,96,304,800
518,Dr. Sanjiv C C,MBBS,Neurologist,32,Basavanagudi,Bangalore,77,65,670
519,Dr. Nithin Kumar .N,MBBS,Neurologist,23,Cunningham Road,Bangalore,94,121,700
520,Dr. Sunil V Furtado,MS,Neurosurgeon,22,Sahakaranagar,Bangalore,99,92,700
521,Dr. K Kartik Revanappa,MBBS,Neurosurgeon,22,JP Nagar 8 Phase,Bangalore,99,127,1000
522,Dr. Deepak A N,MS,Neurosurgeon,14,Kundalahalli,Bangalore,10,4,800
523,Dr. Sridhar R,MBBS,Neurosurgeon,19,Kanakpura Road,Bangalore,10,6,800
524,Dr. Abdul Aziz Riyaz,MBBS,Neurosurgeon,10,BTM Layout 2nd Stage,Bangalore,87,26,800
525,Dr. Deepak Somasundar,MBBS,Neurosurgeon,13,Yelahanka New Town,Bangalore,99,53,700
526,Dr. Ravi Gopal Varma,MBBS,Neurosurgeon,31,Hebbal,Bangalore,98,24,900
527,Dr. Umesh Srikantha,DNB,Neurosurgeon,21,Hebbal,Bangalore,89,23,900
528,Dr. Abhilash Bansal,MBBS,Neurosurgeon,13,Bannerghatta Road,Bangalore,10,17,1000
529,Dr. Ganesh K Murthy,MBBS,Neurosurgeon,32,Jayanagar,Bangalore,10,3,1000
530,Dr. Padma Sundaram,MBBS,Pulmonologist,31,Old Airport Road,Bangalore,70,33,900
531,Dr. H B Chandrashekar,MD,Pulmonologist,39,Malleswaram,Bangalore,94,69,750
532,Dr. Srivatsa Lokeshwaran,MBBS,Pulmonologist,14,Hebbal,Bangalore,98,178,900
533,Dr. Hirennappa B. Udnur,MBBS,Pulmonologist,19,Hebbal,Bangalore,95,190,800
534,Dr. Sudharshan K S,MBBS,Pulmonologist,12,Kalyan Nagar,Bangalore,95,15,850
535,Dr. Vishwa Vijeth,MBBS,Pulmonologist,8,HSR Layout,Bangalore,10,98,700
536,Dr. Shivaraj A L,MBBS,Pulmonologist,12,Whitefield,Bangalore,98,48,850
537,Dr. Guruprasad Bhat. S,MBBS,Pulmonologist,24,Old Airport Road,Bangalore,94,44,900
538,Dr. Vasunethra Kasargod,MBBS,Pulmonologist,12,Kalyan Nagar,Bangalore,99,384,700
541,Dr. Parameshwara C M,MBBS,Bariatric Surgeon,28,Mathikere - BEL,Bangalore,94,106,1000
542,Dr. Sunil Kumar B Alur,MBBS,Bariatric Surgeon,24,Indiranagar,Bangalore,98,34,499
543,Dr. Shiva Kumar,MBBS,Bariatric Surgeon,10,HSR Layout,Bangalore,72,8,499
544,Dr. Priyanka Akhilesh Sali,MBBS,Bariatric Surgeon,14,Indiranagar,Bangalore,85,6,699
545,Dr. Maruthesh Gowda,MBBS,Bariatric Surgeon,18,Hegde Nagar,Bangalore,95,805,600
546,Dr. Manas Ranjan Tripathy,MBBS,Bariatric Surgeon,17,HSR Layout,Bangalore,97,102,750
547,Dr. Nanda Rajaneesh,MBBS,Bariatric Surgeon,27,Koramangala 5 Block,Bangalore,84,109,600
548,Dr. Muralidhar S. Kathalagiri,MBBS,Bariatric Surgeon,20,Jalahalli,Bangalore,97,44,400
549,Dr. Kiran K J,MBBS,Bariatric Surgeon,18,Konanakunte,Bangalore,92,41,500
550,Dr. Ravishankar Bhat,MBBS,Bariatric Surgeon,31,Bannerghatta Road,Bangalore,94,72,850
551,Dr. Chethana Dharmapalaiah,MBBS,Rheumatologist,17,Hebbal,Bangalore,97,16,900
552,Dr. Uma Karjigi,MD,Rheumatologist,21,Jayanagar,Bangalore,81,12,1000
553,Dr. Srinivasa.C,MBBS,Rheumatologist,19,Bannerghatta Road,Bangalore,98,94,850
554,Dr. Abhishek Patil,MBBS,Rheumatologist,11,Old Airport Road,Bangalore,85,11,900
555,Dr. Raghavendra H,MBBS,Rheumatologist,10,Hebbal,Bangalore,10,3,1090
556,Dr. Prashant Bafna,MBBS,Rheumatologist,8,Jayanagar 9 Block,Bangalore,0,0,900
557,Dr. Satish Kalanje,MBBS,Rheumatologist,30,Millers Road,Bangalore,97,10,1000
558,Dr. Roopa T,MBBS,Rheumatologist,20,JP Nagar,Bangalore,93,12,1000
559,Dr. Vijay Rao K R,MBBS,Rheumatologist,20,Basaveshwaranagar,Bangalore,97,916,1200
560,Dr. Sagar Bhattad,Doctor,Rheumatologist,13,JP Nagar,Bangalore,10,7,950
561,Mr. Prathap Addageethala,Doctor,Chiropractor,10,Indiranagar,Bangalore,96,366,2500
562,Mr. Ryan Bakosh,Doctorate,Chiropractor,5,HSR Layout,Bangalore,88,38,2500
563,Dr. Violette Lepinay,Doctor,Chiropractor,4,Indiranagar,Bangalore,96,143,2500
564,Dr. Cecile Aubert,BDS,Chiropractor,4,HSR Layout,Bangalore,98,39,2500
565,Dr. Harsh Goyal,BDS,Dentist,13,Janakpuri,Delhi,10,243,500
566,Dr. Animesh Agarwal,BDS,Dentist,16,Kingsway Camp,Delhi,99,909,200
567,Dr. Navin Pahwa,BDS,Dentist,26,Rohini,Delhi,91,11,300
568,Dr. Amandeep Sapra,BDS,Dentist,22,Lajpat Nagar,Delhi,98,198,400
569,Dr. Sachin Pruthi,BDS,Dentist,20,Pitampura,Delhi,99,240,300
570,Dr. Niraj Rampal,BDS,Dentist,45,Greater Kailash Part 2,Delhi,10,18,1500
